city,after_2020_only,latitude,longitude,total_approved_Ihp_amount,total_approved_fema_assistance,declarationYear
"Rio Rancho, New Mexico",Yes,35.2327544,-106.6630437,0.0,0.0,2024
"Rio Rancho, New Mexico",Yes,35.2327544,-106.6630437,,,2022
"Rio Rancho, New Mexico",Yes,35.2327544,-106.6630437,0.0,0.0,2024
"Gallup, New Mexico",Yes,35.5280783,-108.7425843,0.0,0.0,2024
"Fort Wingate, New Mexico",Yes,35.4718903,-108.5438525,,,2022
"Thoreau, New Mexico",Yes,35.4025272,-108.2234015,,,2022
"Navajo, New Mexico",Yes,35.9000121,-109.0339832,,,2022
"Farmington, New Mexico",Yes,36.72805830000001,-108.2186856,,,2022
"Farmington, New Mexico",Yes,36.72805830000001,-108.2186856,135246.51,31.0,2024
"Farmington, New Mexico",Yes,36.72805830000001,-108.2186856,0.0,0.0,2022
"Farmington, New Mexico",Yes,36.72805830000001,-108.2186856,1800.0,2.0,2024
"Aztec, New Mexico",Yes,36.8222261,-107.9928455,,,2022
"Aztec, New Mexico",Yes,36.8222261,-107.9928455,1050.0,1.0,2024
"Bloomfield, New Mexico",Yes,36.7111165,-107.9845116,81502.65,26.0,2024
"Flora Vista, New Mexico",Yes,36.7944478,-108.0803484,,,2024
"Fruitland, New Mexico",Yes,36.7518554,-108.430572,,,2024
"Kirtland, New Mexico",Yes,36.7518497,-108.3652973,,,2024
"Shiprock, New Mexico",Yes,36.7855543,-108.6870322,,,2024
"Farmington, New Mexico",Yes,36.72805830000001,-108.2186856,,,2024
"Santa Fe, New Mexico",Yes,35.6869752,-105.937799,,,2022
"Santa Fe, New Mexico",Yes,35.6869752,-105.937799,0.0,0.0,2024
"Santa Fe, New Mexico",Yes,35.6869752,-105.937799,,,2022
"Santa Fe, New Mexico",Yes,35.6869752,-105.937799,0.0,0.0,2024
"Santa Fe, New Mexico",Yes,35.6869752,-105.937799,0.0,0.0,2024
"Santa Fe, New Mexico",Yes,35.6869752,-105.937799,,,2024
"Santa Fe, New Mexico",Yes,35.6869752,-105.937799,0.0,0.0,2024
"Abiquiu, New Mexico",Yes,36.207241,-106.3186397,47256.74,4.0,2024
"Chama, New Mexico",Yes,36.9027911,-106.5792166,,,2024
"Dulce, New Mexico",Yes,36.9336211,-106.9989265,,,2024
"El Prado, New Mexico",Yes,36.4317932,-105.5746857,,,2024
"El Rito, New Mexico",Yes,36.3434814,-106.1890455,,,2024
"Espanola, New Mexico",Yes,35.9910383,-106.0818233,3895.44,1.0,2024
"Glorieta, New Mexico",Yes,35.5830906,-105.7700174,,,2022
"Hernandez, New Mexico",Yes,36.0628,-106.1194685,47800.49,3.0,2024
"Lamy, New Mexico",Yes,35.4814259,-105.8797413,,,2024
"Los Alamos, New Mexico",Yes,35.8800364,-106.3031138,,,2024
"Medanales, New Mexico",Yes,36.175576,-106.1833584,,,2024
"Pecos, New Mexico",Yes,35.5742031,-105.675016,15341.29,8.0,2022
"Ribera, New Mexico",Yes,35.3736553,-105.4486228,600.0,2.0,2022
"San Jose, New Mexico",Yes,35.3972656,-105.4750124,,,2022
"Ohkay Owingeh, New Mexico",Yes,36.0528006,-106.0705788,,,2024
"Serafina, New Mexico",Yes,35.39754509999999,-105.3236201,0.0,0.0,2022
"Tererro, New Mexico",Yes,35.7419764,-105.6750171,1164.37,3.0,2022
"Truchas, New Mexico",Yes,36.0441834,-105.8127561,,,2024
"Vadito, New Mexico",Yes,36.1911366,-105.6708481,,,2022
"Las Vegas, New Mexico",Yes,35.5942137,-105.2227978,1169191.48,331.0,2022
"Las Vegas, New Mexico",Yes,35.5942137,-105.2227978,,,2024
"Angel Fire, New Mexico",Yes,36.3930879,-105.2850091,44687.4,8.0,2022
"Angel Fire, New Mexico",Yes,36.3930879,-105.2850091,,,2024
"Buena Vista, New Mexico",Yes,35.9127108,-105.2527544,68218.06,29.0,2022
"Chacon, New Mexico",Yes,36.1489948,-105.3731114,102111.22,44.0,2022
"Cimarron, New Mexico",Yes,36.5108691,-104.9158341,0.0,0.0,2022
"Cleveland, New Mexico",Yes,35.9934928,-105.3705724,604482.2000000001,155.0,2022
"Eagle Nest, New Mexico",Yes,36.554754,-105.2636179,0.0,0.0,2022
Error,Yes,,,,,2022
"Guadalupita, New Mexico",Yes,36.138175,-105.2376399,219006.09,88.0,2022
"Holman, New Mexico",Yes,36.0383655,-105.3836245,571269.1699999999,93.0,2022
"Maxwell, New Mexico",Yes,36.5400319,-104.5433229,0.0,0.0,2022
"Miami, New Mexico",Yes,36.3500355,-104.7930509,,,2022
"Montezuma, New Mexico",Yes,35.6521842,-105.2766154,257663.55,44.0,2022
"Mora, New Mexico",Yes,35.9742227,-105.3300057,1138865.1600000001,222.0,2022
"Ocate, New Mexico",Yes,36.175822,-105.0487988,9154.25,4.0,2022
"Ojo Feliz, New Mexico",Yes,36.0578148,-105.1183407,4844.8099999999995,8.0,2022
"Rainsville, New Mexico",Yes,35.97864879999999,-105.2091769,14724.35,14.0,2022
"Raton, New Mexico",Yes,36.9033581,-104.4391532,0.0,0.0,2022
"Raton, New Mexico",Yes,36.9033581,-104.4391532,,,2024
"Rociada, New Mexico",Yes,35.8329083,-105.4219756,1526666.23,130.0,2022
"Sapello, New Mexico",Yes,35.7728199,-105.2533437,1039659.27,122.0,2022
"Solano, New Mexico",Yes,35.8483709,-104.0674739,,,2022
"Springer, New Mexico",Yes,36.36114450000001,-104.5952668,0.0,0.0,2022
"Valmora, New Mexico",Yes,35.8164295,-104.9230551,,,2022
"Wagon Mound, New Mexico",Yes,36.0089252,-104.7066582,600.0,2.0,2022
"Socorro, New Mexico",Yes,34.0583995,-106.8914159,0.0,0.0,2024
"Elephant Butte, New Mexico",Yes,33.1770471,-107.2252675,,,2024
"Las Cruces, New Mexico",Yes,32.3199396,-106.7636538,,,2020
"Las Cruces, New Mexico",Yes,32.3199396,-106.7636538,0.0,0.0,2022
"Las Cruces, New Mexico",Yes,32.3199396,-106.7636538,,,2024
"Las Cruces, New Mexico",Yes,32.3199396,-106.7636538,,,2024
"Las Cruces, New Mexico",Yes,32.3199396,-106.7636538,,,2022
"Las Cruces, New Mexico",Yes,32.3199396,-106.7636538,,,2024
"Las Cruces, New Mexico",Yes,32.3199396,-106.7636538,,,2022
"Las Cruces, New Mexico",Yes,32.3199396,-106.7636538,0.0,0.0,2024
"Las Cruces, New Mexico",Yes,32.3199396,-106.7636538,0.0,0.0,2024
"Anthony, New Mexico",Yes,32.0039897,-106.6058257,,,2024
"Deming, New Mexico",Yes,32.2686981,-107.7586404,,,2022
"Deming, New Mexico",Yes,32.2686981,-107.7586404,0.0,0.0,2024
"Hanover, New Mexico",Yes,32.8134085,-108.0911535,,,2024
"Lordsburg, New Mexico",Yes,32.3503605,-108.7086649,,,2024
"Pinos Altos, New Mexico",Yes,32.8634067,-108.2214362,,,2024
"Silver City, New Mexico",Yes,32.770075,-108.280326,0.0,0.0,2024
"Sunland Park, New Mexico",Yes,31.796496,-106.5799891,,,2022
"Chaparral, New Mexico",Yes,32.0513075,-106.4288088,,,2024
"Clovis, New Mexico",Yes,34.4047987,-103.2052272,,,2022
"Clovis, New Mexico",Yes,34.4047987,-103.2052272,0.0,0.0,2024
"Portales, New Mexico",Yes,34.1861922,-103.3343978,,,2022
"Portales, New Mexico",Yes,34.1861922,-103.3343978,,,2024
"Roswell, New Mexico",Yes,33.3942528,-104.5226958,0.0,0.0,2024
"Roswell, New Mexico",Yes,33.3942528,-104.5226958,,,2022
"Roswell, New Mexico",Yes,33.3942528,-104.5226958,0.0,0.0,2024
"Artesia, New Mexico",Yes,32.8423345,-104.4032962,,,2024
"Carlsbad, New Mexico",Yes,32.4203395,-104.2289925,,,2022
"Carlsbad, New Mexico",Yes,32.4203395,-104.2289925,0.0,0.0,2024
"Eunice, New Mexico",Yes,32.4373434,-103.1590798,0.0,0.0,2024
"Hobbs, New Mexico",Yes,32.7026116,-103.1360403,0.0,0.0,2024
"Hobbs, New Mexico",Yes,32.7026116,-103.1360403,,,2024
"Lovington, New Mexico",Yes,32.9440077,-103.3485543,,,2024
Error,Yes,,,,,2024
"Carrizozo, New Mexico",Yes,33.6417408,-105.877212,300.0,1.0,2022
"Carrizozo, New Mexico",Yes,33.6417408,-105.877212,0.0,0.0,2024
"Alamogordo, New Mexico",Yes,32.8995325,-105.960265,0.0,0.0,2024
"Alamogordo, New Mexico",Yes,32.8995325,-105.960265,,,2024
"Alto, New Mexico",Yes,33.40283850000001,-105.6593161,6756.0,1.0,2022
"Alto, New Mexico",Yes,33.40283850000001,-105.6593161,403290.77,25.0,2024
"Bent, New Mexico",Yes,33.1586953,-105.8569333,0.0,0.0,2024
"Capitan, New Mexico",Yes,33.5453572,-105.5722043,0.0,0.0,2022
"Capitan, New Mexico",Yes,33.5453572,-105.5722043,0.0,0.0,2024
"Cloudcroft, New Mexico",Yes,32.9573133,-105.7424855,,,2024
"Corona, New Mexico",Yes,34.2509071,-105.5966686,,,2022
"Glencoe, New Mexico",Yes,33.40925170000001,-105.4488712,52198.77,7.0,2024
Error,Yes,,,,,2024
"Hondo, New Mexico",Yes,33.3875888,-105.2708179,,,2024
"La Luz, New Mexico",Yes,32.9778651,-105.9419335,,,2024
"Lincoln, New Mexico",Yes,33.4920276,-105.3838716,,,2022
"Mescalero, New Mexico",Yes,33.15758539999999,-105.7741541,,,2022
"Mescalero, New Mexico",Yes,33.15758539999999,-105.7741541,353376.95,71.0,2024
"Nogal, New Mexico",Yes,33.5581325,-105.7077626,0.0,0.0,2022
"Nogal, New Mexico",Yes,33.5581325,-105.7077626,3718.0,1.0,2024
"Ruidoso, New Mexico",Yes,33.3338601,-105.6813321,840357.02,61.0,2022
"Ruidoso, New Mexico",Yes,33.3338601,-105.6813321,6023663.59,434.0,2024
"Ruidoso Downs, New Mexico",Yes,33.3289733,-105.6044291,10436.18,5.0,2022
"Ruidoso Downs, New Mexico",Yes,33.3289733,-105.6044291,303309.31,44.0,2024
"San Patricio, New Mexico",Yes,33.408976,-105.3269284,,,2022
"San Patricio, New Mexico",Yes,33.408976,-105.3269284,0.0,0.0,2024
"Tinnie, New Mexico",Yes,33.3706458,-105.2263727,,,2022
"Tularosa, New Mexico",Yes,33.073973,-106.0186025,7962.35,1.0,2024
"Weed, New Mexico",Yes,32.8021809,-105.517031,,,2024
"Ruidoso, New Mexico",Yes,33.3338601,-105.6813321,,,2024
"Tucumcari, New Mexico",Yes,35.171723,-103.7249662,,,2024
"Conchas Dam, New Mexico",Yes,35.4028261,-104.1899762,,,2022
"Grenville, New Mexico",Yes,36.592803,-103.6163447,,,2024
"Logan, New Mexico",Yes,35.3653289,-103.4107913,,,2024
"Trementina, New Mexico",Yes,35.4697683,-104.5277627,,,2022
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2008
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2018
"Los Angeles, California",No,34.0549076,-118.242643,,,2020
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,20097.71,11.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,526.91,1.0,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,9001.04,5.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,6052.86,14.0,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2017
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,5806.36,2.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,43924.93,26.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2008
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,6858.32,5.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,941.99,2.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,13904.92,6.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2020
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,23139.38,15.0,2025
"Los Angeles, California",Yes,34.0549076,-118.242643,,,2020
"Los Angeles, California",Yes,34.0549076,-118.242643,0.0,0.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,171.99,1.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,1053.82,2.0,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2020
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,30974.25,17.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,3811.97,7.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2008
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2018
"Los Angeles, California",No,34.0549076,-118.242643,4259.68,1.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,2897.98,5.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,273.9,1.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2020
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,770.0,1.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,2434.78,4.0,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,2910.0,3.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,,,2020
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,1540.0,2.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,830.96,2.0,2008
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,4973.969999999999,7.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2008
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,4339.96,8.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,2610.0,3.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2008
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,11106.66,2.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,5520.0,6.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,5220.0,6.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2018
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,33224.68,9.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,44051.1,19.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,6931.99,9.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,85738.75,49.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,346624.88,253.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,,,2020
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,9686.25,11.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,12608.35,8.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,40543.04,14.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2008
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2018
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,16265.33,8.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,17245.95,9.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,1840.0,2.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,3551.99,5.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,2584.12,7.0,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,3210.0,1.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,11024.0,5.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,2440.0,4.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,12689.78,5.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2020
"Los Angeles, California",No,34.0549076,-118.242643,1711.99,2.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,3210.0,1.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,12125.5,9.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2020
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,64321.61,21.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,2022.07,3.0,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,15455.0,2.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,73389.62,23.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,68716.68000000001,28.0,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,99617.02,30.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,,,2020
"Los Angeles, California",No,34.0549076,-118.242643,3210.0,1.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2008
"Los Angeles, California",No,34.0549076,-118.242643,10441.63,1.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,168573.89,186.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,4881.71,7.0,2008
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2018
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,,,2020
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,5220.0,6.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,1585.97,4.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,749255.27,788.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2025
"Los Angeles, California",Yes,34.0549076,-118.242643,,,2025
"Los Angeles, California",Yes,34.0549076,-118.242643,,,2025
"Los Angeles, California",Yes,34.0549076,-118.242643,,,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,361.81,1.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,171.99,1.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,2910.0,3.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
"Los Angeles, California",No,34.0549076,-118.242643,1785.01,1.0,2008
"Los Angeles, California",No,34.0549076,-118.242643,,,2018
"Los Angeles, California",No,34.0549076,-118.242643,0.0,0.0,2020
"Los Angeles, California",No,34.0549076,-118.242643,2610.0,3.0,2025
"Los Angeles, California",No,34.0549076,-118.242643,,,2007
